Filename,Protocole,echantillon,Impacts potentiels,Extrait pertinent,Évaluation d'invasivité,Justification d'invasivité,Péchés identifiés,Taux de confiance,annonce_invasivite,justification_annonce_invasivite
wlb.00096,Prélèvement d'ADN à partir de cellules épithéliales gastrointestinales,Non spécifié,[],"['The method proposed here requires less and lighter sampling equipment', 'Such a practice is likely to maximise the gastrointestinal epithelial cells recovery compared to other preservation procedures']",Non invasif,"Le protocole ne mentionne pas la capture ou la manipulation d'animaux vivants, ni l'utilisation d'appâts ou leurres. Il est également précisé que cette méthode nécessite moins et plus léger équipement de prélèvement, ce qui suggère une approche non invasive.",[],100% car il n'y a pas de signaux d'alarme et que les mots-clés non invasifs sont explicites.,,
wlb.00096,Prélèvement d'ADN à partir d'un échantillon non spécifié,Non spécifié,[],['A multi-tube approach was used in this study to compare the amplifi cation success between the two sampling methods.'],Non invasif,"Le protocole ne mentionne pas la capture ou la manipulation d'animaux vivants, ni l'utilisation d'appâts ou leurres. Il est également précisé que l'amplification était plus robuste avec la méthode SW, ce qui suggère que les échantillons ont été prélevés de manière non invasive.",[],"80% - Justification : La méthodologie est implicitement mentionnée, mais il manque des informations sur le type d'échantillon utilisé.",,
15_171,Collecte et extraction d'ADN à partir de fèces,Fèces,"[""Stress potentiellement causé par la collecte de fèces sur le territoire de l'animal."", 'Impact sur le marquage territorial.']","['A total of 529 fecal samples were collected from the WGS, JJ, YD and WB study sites during May, June and July (Fig. 1).', 'Genomic DNA was extracted from feces using the QIAamp DNA Stool Mini Kit']",Invasif,"La collecte de fèces est invasive car elle implique un contact direct avec l'animal vivant (fèces sont produites par l'animal) et une perturbation significative de l'habitat (collecte sur le territoire de l'animal). Il n'y a pas d'indication que les animaux aient été capturés ou manipulés, mais cela reste invasif selon la définition donnée.","[1, 2]",95% - La méthodologie est explicitement détaillée dans l'extrait fourni.,Non,Le titre ne contient pas de déclaration globale de non-invasivité. Le protocole détecté comme invasif n'est pas mentionné dans le titre. Il n'y a pas de phrase indiquant explicitement que le protocole en question est non invasif dans le corps de l'article.
Wildlife Society Bulletin - 2013 - Fournier - A morphometric model to predict the sex of virginia rails  Rallus limicola (1),Échantillonnage d'ADN chez les oiseaux,Plumes,"['Stress pour les oiseaux capturés', 'Possibilité de blessures lors de la capture']","['We captured adult birds at Ottawa National Wildlife Refuge using live traps based on Kearns et al. (1998) during the springs of 2002-2011.', 'We collected one primary feather from each bird for genetic analysis.', 'We randomly selected a subset of the feathers of live-birds for genetic sex determination.', 'We extracted DNA from primary flight feathers using Qiagen DNeasy tissue extraction kits (QIAGEN, Inc., Valencia, CA).']",Invasif,"Le protocole implique la capture des oiseaux vivants à l'aide de pièges vivants, ce qui entraîne un contact direct avec les animaux vivants et une modification du comportement naturel. Cela remplit deux des critères d'invasivité.","[1, 3]","85% - L'utilisation de plumes naturelles est clairement mentionnée, mais il manque des informations sur la fréquence et l'intensité de l'échantillonnage.",Non,Le titre ne contient pas de déclaration globale de non-invasivité. Le protocole d'échantillonnage d'ADN chez les oiseaux est présenté comme invasif dans l'analyse externe et il n'y a aucune phrase dans le corps de l'article qui indique explicitement ou implicitement que ce protocole est non invasif.
041.041.0304,Échantillonnage d'ADN non invasif à partir de fèces,Fèces,[],"['genetic sex identification and efficient microsatellite genotyping using noninvasive samples, such as feces', 'Sampling only the fecal surface stored in lysis buffer']",Non invasif,"Le protocole utilise des échantillons de fèces prélevés à la surface, qui sont considérés comme non invasifs selon la définition donnée. Il n'y a pas de capture ou manipulation directe des animaux.",['feces'],100% - La méthodologie est explicitement détaillée et ne présente aucun signe d'alarme.,,
bi-et-al-2014-primer-design-for-non-invasive-genetic-identification-of-west-african-threatened-primates,Collecte d'ADN à partir de fèces,Fèces,[],"['The species-specific PCR primer sets designed by this study are successful in amplifying DNA extracted from fecal samples of target species among seven primate species.', 'Faecal samples of seven primate species were collected']",Non invasif,La collecte de fèces est décrite comme non invasive selon les critères spécifiques aux mammifères. Il n'y a pas de mention de capture ou de manipulation des animaux.,[],70% - Implicite fort,,
Karlsson-Fourmethodsnondestructive-2013,Collecte de fèces de loutres de rivière,Fèces,[],['One of the strengths of using genetic methods for monitoring river otter populations is the ease of collecting fecal samples from shared latrine sites along water bodies. Latrines are easy to locate and provide an opportunity to collect fecal material from multiple individuals at one site.'],Non invasif,"Le protocole décrit la collecte de fèces de loutres de rivière à partir de sites de latrines partagés le long des cours d'eau. La collecte est décrite comme facile et opportuniste, ce qui correspond aux critères de non-invasivité pour les fèces de mammifères.",[],85% - La méthodologie est implicitement forte car elle est basée sur des éléments permettant une déduction solide.,,
Karlsson-Fourmethodsnondestructive-2013,Écouvillonnage de viscères,Échantillons de viscères prélevés avec un écouvillonnage,"[""Stress potentiellement subi par l'animal lors de la manipulation""]","['Viscera swabbing was the best method on the basis of its high DNA yield and consistently high genotyping success', 'Storage of viscera-swab samples in lysis buffer at room temperature prior to extraction provided the highest DNA yield']",Invasif,"Le protocole implique la manipulation d'animaux morts pour prélever des échantillons de viscères, ce qui est considéré comme invasif selon les critères définis.",[],100% - La méthodologie est explicitement détaillée.,Non,"Le titre de l'article mentionne explicitement que les quatre méthodes sont non destructives, mais il ne précise pas si l'écouvillonnage de viscères est inclus dans ces méthodes. Cependant, dans le corps de l'article, il est mentionné que l'écouvillonnage de viscères a été évalué comme étant invasif lors d'une analyse externe."
Karlsson-Fourmethodsnondestructive-2013,Prélèvement de tissu de manteau/Visceres/Pied,Tissu de manteau/Visceres/Pied,"['Stress pour les animaux', 'Blessures potentielles']","['Clipping a small piece of mantle tissue (mantle biopsy) is effective for obtaining tissue for genetic and biochemical analyses', 'Swabbing or scraping of the viscera or the foot has been recommended as an alternative, noninvasive method']",Invasif,"Le protocole implique la capture et la manipulation directe des animaux vivants pour prélever des échantillons de tissu de manteau, de viscères ou du pied. Cela remplit le critère d'invasivité 'Contact direct avec l'animal vivant'.",['3'],100%,Non,"Le titre de l'article mentionne explicitement que les quatre méthodes sont non destructives, mais il ne précise pas quelles méthodes sont utilisées. Cependant, dans le corps de l'article, il est clairement indiqué que la méthode de prélèvement de tissu de manteau est invasive et peut entraîner des déformations et une possible mortalité à long terme."
Wildlife Biology - 2014 - Méndez - Estimating the population size of the endangered Cantabrian brown bear through genetic,Échantillonnage de poils et fèces d'ours,Poils et fèces,"['Stress pour les animaux', 'Déviation du comportement naturel']","['Samples used for the analyses were obtained from several sources. 1) Systematic surveys conducted on foot looking for bear signs (scat and hair) were carried out twice during the year... Hair traps (20 × 20 cm metallic-trellis, placed in a tree) in 75 sites systematically distributed over a 2.5 × 2.5 km grid, with 10 traps per site, baited with scent lure.']",Invasif,"Le protocole implique l'utilisation de pièges à appâts pour attirer les ours, ce qui modifie leur comportement naturel. Cela remplit le critère d'invasivité 'Utilisation d'appâts ou leurres modifiant le comportement'.",['2'],100% - Les termes 'traps' et 'baited' sont explicites dans le protocole.,Non,Le titre ne mentionne pas explicitement que le protocole est non invasif. Le corps de l'article ne contient pas de phrase indiquant explicitement que ce protocole est non invasif.
